f694d119-bf58-4449-a811-cb7a2165d8c0,2c527579-8b48-49b4-8383-8c084c046c62,e0215e64-2787-40c4-a8bc-8c26118bae76,fef6e287-8f0d-455b-ba19-7c48c2c583d2,599b0d4c-62d4-48cd-a93c-1dd1fe85abfa,456dadea-0262-488f-8af9-63ca86c8a9f7,49e91d8f-37a3-4b7b-8062-d3ca8f561d01,8b948ed4-41e9-4441-9609-adaf4d3a102e,48bd0e00-be54-47a2-9aed-73c0c863fd39,6f54f9c0-5687-4a07-bf75-b506752b4a52,47761280-913e-4826-b400-f04f85b17476,b1cbc674-f3c1-453d-9cd1-8f4db32286ae
0,3,0,1,3,1,0,4,0,0,1,0
6,0,1,0,0,0,0,1,3,1,2,0
633,1374,818,1393,794,1526,700,1653,1909,491,2021,242
869,510,309,360,177,469,727,334,630,525,516,2664
1,2,0,1,3,2,0,3,1,0,3,12
0,1,0,0,1,2,1,1,0,1,3,16
1,1,0,1,1,1,0,1,0,0,2,8
0,0,0,0,0,0,0,0,0,0,2,0
0,1,0,0,0,1,0,0,0,0,1,1
14,8,36,5,16,33,45,9,11,31,26,10
223,245,192,730,136,503,305,133,311,512,430,58
1971,2361,1880,2910,2035,3199,4501,2946,4896,3617,5932,1959
483,510,236,221,407,92,444,1758,674,929,778,32
1587,854,814,1666,748,1660,1567,1128,1986,1329,1913,802
4,1,5,2,0,2,2,4,3,4,8,0
911,602,563,1357,618,1133,1205,1285,1290,1023,2023,580
0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0,0,0,0,0
709,388,649,399,305,138,558,524,312,856,168,775
235,21,100,175,81,450,1662,321,186,85,265,10
1492,2614,1333,3517,3213,3146,2094,2097,2132,4841,1834,830
0,0,0,1,0,0,6,5,1,9,2,0
639,524,793,768,387,859,2376,1236,1177,3214,1703,125
3,3,0,1,1,1,14,0,1,3,7,0
2874,2753,2543,3967,1543,2049,3678,4685,2554,6095,3454,1270
5344,5570,6914,7704,3632,3195,8062,8512,8425,4255,9012,7748
10,7,5,3,1,2,14,2,2,6,4,2
2313,2125,1665,4179,1064,2083,871,1605,2846,1564,4697,95
120,335,77,442,117,259,71,360,348,156,456,438
1885,4105,2492,7514,1799,4617,3372,7897,4501,8164,6517,5059
0,0,0,1,0,1,0,0,0,1,0,0
2,2,0,1,2,0,1,0,0,3,3,1
4,2,4,7,1,2,0,2,2,7,4,1
21,1,34,6,0,0,17,14,1,2,4,2
8,0,3,2,3,1,2,0,1,1,1,3
124,87,91,70,96,38,41,61,254,59,218,255
1808,1054,1436,836,1483,444,442,736,3178,791,2519,3312
5810,4506,2338,6379,2460,4467,3989,4230,4952,4011,5668,1128
5,11,1,5,0,4,1,10,8,1,11,2
5981,5889,5130,8558,4573,10411,5346,16976,10404,16153,12228,6341
10,1,0,2,0,0,6,1,3,162,11,3
186,113,140,101,80,170,76,123,106,155,179,53
4397,3145,4605,4048,5364,5548,7562,7553,7301,9147,10786,3908
47,56,25,55,57,81,16,37,86,78,75,30
9968,15109,8624,12302,5927,7493,9780,10325,14501,6037,12661,9916
5822,5072,4466,4615,2857,5067,4698,3532,6334,4989,8642,2831
3979,2038,2345,2972,2929,3520,7203,1897,4086,9344,6349,3156
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
13,7,0,5,12,1,0,10,3,1,0,4
2566,8986,2359,5829,5368,6564,419,9202,11053,2215,10156,20179
0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,2,0,0,7,5,1,1,5
420,1631,347,1399,340,473,636,660,1399,304,2315,983
166,450,89,294,153,62,155,480,396,153,273,293
103,157,117,151,77,124,28,203,199,110,202,151
0,2,2,2,0,0,5,1,1,2,1,0
28,37,34,40,19,34,12,52,47,26,42,39
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,0,0,12,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
84,32,77,493,0,0,21,21,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
393,677,347,400,851,372,281,1154,1439,965,1129,1698
3188,4054,2170,4676,1762,3829,2531,2351,9020,7605,8360,2861
2,3,1,4,0,2,5,1,7,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,0,2,0
5493,9863,4978,15918,10288,11777,996,32041,42410,6308,44906,24258
0,0,0,0,0,0,0,0,0,0,0,0
19,22,14,12,38,8,7,24,691,25,50,63
4939,6955,5315,9192,4232,5107,3186,7224,8969,3128,21427,3556
5,5,1,2,2,0,1,2,1,0,10,0
49,24,33,44,7,11,69,17,11,8,87,8
1485,2627,1415,2243,905,2523,1413,2215,2948,1610,5299,1215
474,350,389,315,299,826,1598,477,496,1283,791,179
14,26,7,10,0,15,7,6,16,3,31,8
352,509,211,555,211,1652,569,486,586,586,1012,244
2605,2863,2285,2932,1866,6451,4648,3471,3761,4692,6176,1626
0,0,0,0,0,0,0,0,0,0,0,0
3169,3105,3372,5235,2333,5050,3989,4149,6509,1802,14105,3430
694,412,57,282,258,197,314,417,357,389,264,186
3692,776,79,1524,59,865,472,355,33,16,41,27
28,70,8,46,19,21,34,45,26,1,47,17
573,213,67,110,138,53,166,76,573,5,63,12
400,477,51,128,106,318,1983,298,222,256,849,0
3316,6663,2428,4709,3068,5854,1491,5272,4442,6857,8969,1972
6271,12074,4904,8228,5506,10615,2760,9575,7886,12208,15396,3427
1,0,0,0,0,0,0,1,1,0,3,0
2372,320,410,283,224,1,4140,11338,1368,1,13426,14
230,62,5,40,15,0,63,242,14,1,39,6
0,0,0,0,0,0,0,0,0,0,0,0
284,108,3,37,22,1,575,111,186,34,388,445
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,3,0
2,3,1,0,0,2,3,0,9,1,1,4
0,1,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,0,27,0
0,1,0,0,0,0,0,0,0,0,2,0
2,11,0,2,0,0,0,0,0,0,7,0
10,29,1,3,8,3,0,0,1,2,23,0
30,143,6,31,24,3,7,2,4,1,142,0
4,11,0,0,0,1,1,3,0,4,8,0
0,0,0,0,0,0,0,0,0,0,0,0
24,75,2,2,1,0,6,81,13,1,10,0
12,255,11,14,14,19,23,8,27,28,35,11
16,1230,9,0,5,0,8,1,12,0,4,0
31,121,9,75,14,5,16,8,120,4,75,9
583,593,149,535,165,141,910,113,731,1493,552,13
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
187,684,59,247,276,222,117,922,1794,196,4007,153
28332,60286,18836,23440,27679,16858,16484,42316,96562,14248,99427,19722
0,0,0,0,0,0,0,1,0,0,0,0
6016,6370,4703,6210,3792,5273,5188,5850,8136,5931,26730,2522
4078,3822,3472,3769,2225,3322,4010,3358,4676,4126,16045,1533
1503,632,385,792,941,2406,3623,1355,537,5310,1153,65
98,40,7,32,17,21,180,133,30,69,181,2
0,1,0,0,0,0,1,0,1,0,0,0
2,9,1,9,6,7,0,1,9,4,31,2
3667,5343,3939,4370,3216,4940,4414,4480,6345,4413,18113,3724
3073,2357,2460,3048,2077,1904,2157,3435,4410,2777,12572,4149
1,1,0,0,0,0,0,0,0,0,1,2
2204,769,669,530,1264,237,1079,3868,2979,1689,2956,9520
1,1,2,1,0,0,2,0,0,0,2,0
74,207,52,145,31,392,121,47,269,52,561,40
2,6,2,0,3,5,8,1,2,14,9,2
0,0,0,1,1,1,1,0,0,0,1,0
2967,3845,2996,3980,4442,5187,3564,3528,6590,1953,10385,1671
3,2,0,2,0,0,0,1,0,0,4,0
2010,1916,2253,2427,1187,2246,2846,2012,2628,1511,6765,1126
0,0,0,1,0,1,6,1,1,0,3,0
3382,3519,3669,5234,2440,5182,3406,4469,6667,2452,18562,2283
60,85,45,48,11,111,153,37,57,44,189,12
337,1110,469,837,294,757,134,554,988,289,3093,487
0,1,1,2,1,2,2,2,3,0,6,0
3669,9910,5282,8458,3173,7189,2259,5331,10042,3153,32152,5338
353,301,417,265,157,275,571,248,272,290,758,120
1,7,1,4,0,10,2,8,13,0,18,2
10,23,3,13,1,38,7,18,30,0,59,7
1,2,0,2,0,0,1,0,0,1,1,2
333,790,290,991,452,871,98,808,1318,230,3889,592
834,811,1004,980,498,1048,909,1027,1177,590,3195,527
183,349,448,239,128,481,228,208,298,226,1528,428
4,90,30,56,11,55,0,29,64,3,335,100
13,84,13,48,33,34,4,25,57,2,362,107
125,167,209,116,116,196,88,81,208,149,537,112
1564,1799,1808,1631,1433,1193,1105,1885,1804,1816,4864,1371
4312,4810,5602,4089,3351,3165,4882,4470,4243,5126,12811,3661
155,308,194,622,75,229,203,501,312,32,535,210
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,11,7,32,0,0,18,8,16,1,1,10
0,7,1,3,1,4,2,1,8,0,22,7
1567,2675,1384,3182,1708,3501,2849,2716,5338,1477,12763,3623
106,193,41,66,285,162,106,486,477,335,333,174
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
75,134,87,118,124,102,525,567,302,127,190,788
0,1,1,2,1,2,0,0,1,0,2,1
618,489,271,716,367,679,463,454,827,753,1845,178
2,1,0,0,0,0,0,0,1,0,1,2
27,152,8,159,37,49,5,112,262,4,400,125
0,2,0,1,1,1,0,1,1,0,4,1
80,127,58,164,71,93,58,169,261,106,436,132
3144,5940,1904,6422,2565,3646,3529,6714,11107,4169,18339,4725
704,788,604,994,387,784,1059,759,569,2214,2366,1092
1840,1173,667,952,484,1380,1848,1159,1088,7031,4263,1341
7020,3893,4389,3568,1872,7085,3897,6575,5375,14276,17861,1396
231,274,147,286,138,633,86,435,544,934,1897,246
3486,3867,3343,3516,2906,4075,3121,3307,4421,11133,15676,3025
62,127,5,45,195,174,65,104,385,228,210,1039
1721,2304,1750,2199,1711,2310,984,1959,2653,5465,9859,1947
29,22,29,49,8,103,21,12,47,25,79,19
14,12,3,10,0,12,19,2,15,14,44,10
2181,1318,1566,1331,1053,2200,2453,1838,2416,5415,8975,1396
545,360,557,630,449,826,1164,1012,1062,2294,3518,433
2252,1838,2249,1904,1625,3104,2126,2517,3838,4084,9838,1272
402,804,644,1653,292,1477,954,968,1811,1009,5035,663
1180,1444,1248,1545,661,1922,1425,840,1730,2304,6632,436
1,2,0,1,0,0,0,0,1,0,1,0
3979,4168,1563,2319,7676,11087,1418,6518,15201,4198,18293,26204
15,1,0,32,2,0,40,2,0,9,14,6
10409,1929,3270,20691,2357,691,10095,9648,1648,26530,11772,5482
15,7,7,45,1,2,6,16,13,5,102,10
651,156,365,783,80,34,895,289,220,414,1580,161
7,3,14,37,3,2,9,11,14,3,44,10
69,31,46,109,20,8,33,50,44,37,237,23
2419,1471,1650,2268,1114,272,2339,2112,2291,4268,6511,1334
33,10,66,22,4,3,107,32,21,62,75,30
2,1,1,0,0,0,5,0,0,1,2,22
5,0,6,3,1,0,19,6,1,14,6,25
1,1,3,1,0,0,19,0,0,5,1,36
1047,1620,1317,1510,910,898,3695,1631,2307,2212,5323,3763
140,83,64,120,105,124,115,213,242,329,826,172
5,6,4,5,1,3,18,1,3,3,19,0
3379,2135,3037,2483,2360,2128,5107,2472,3327,5038,11401,1621
51,9,15,8,12,6,23,22,42,5,24,11
6142,10755,6189,7713,4785,3975,3441,9777,12415,6848,27893,5928
1,0,0,2,0,0,2,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,1
927,23,23,16,20,56,7,60,99,8,164,14
294,98,264,177,157,173,407,383,315,342,819,104
2299,1102,1575,2005,1615,1945,2504,4632,4056,3476,9964,1230
602,87,1064,121,239,33,114,989,451,1069,3319,122
82,15,0,2,97,3,0,462,40,135,146,11
14,4,1,2,0,0,13,1,7,0,0,4
738,457,58,446,346,109,238,320,613,222,269,315
7,1,4,3,3,14,2,8,6,14,18,4
3156,2688,2777,4742,2820,2397,1997,3175,4989,6217,24888,1982
0,0,0,1,0,0,2,0,0,1,11,1
8,19,9,1064,10,0,90,78,5,11,202,16
1784,1498,1498,2288,2552,2770,3499,2713,3264,5322,13278,2050
0,0,0,0,0,0,0,0,0,0,0,0
143,10,13,10,10,1,27,92,15,9,23,5
33,63,29,64,33,60,44,99,172,52,222,92
1222,1449,953,1332,980,1066,3671,2141,2590,1461,3675,1629
523,1149,410,1230,445,889,122,920,986,249,1607,1461
0,0,0,0,0,0,0,1,0,0,0,0
2,1,1,1,0,0,0,0,1,4,4,3
160,143,10,124,117,18,59,101,80,57,31,74
261,83,236,89,93,68,385,180,140,290,473,188
794,735,759,860,552,385,827,1158,1248,697,4887,1610
5963,5151,3978,5019,3290,3805,3159,6329,6773,4583,16087,1558
13214,9154,2890,5924,6475,2701,9856,7822,8198,20933,9305,3998
19099,14264,6824,10891,9746,6479,12898,14104,14929,25435,25318,5536
1043,549,1278,802,526,931,1008,587,1250,741,5809,421
486,212,825,348,425,859,564,439,254,479,2126,117
15,6,4,4,4,3,50,3,3,5,10,5
49,26,13,11,6,18,20,7,20,7,28,18
473,365,88,151,123,579,485,79,832,33,570,594
13045,7893,7058,5164,2677,7403,24859,12727,6314,13254,34565,10424
0,0,0,0,0,0,0,0,0,0,1,0
6,2,1,3,3,2,5,0,3,6,13,1
7681,4826,5670,5867,3395,6673,7499,3960,5892,12421,23364,1895
1,2,0,1,6,0,0,0,0,0,2,0
855,2979,2145,1416,675,978,2169,2830,2017,1626,7776,2094
0,3,0,0,1,1,0,4,0,0,2,0
1157,1731,8344,155,1123,969,1004,9047,3322,630,2799,160
276,380,138,154,164,48,205,529,289,268,171,274
2027,1006,1442,930,909,1535,3339,1917,2250,4696,3748,768
6076,1875,2629,4982,2746,4520,5805,6730,2045,16110,2860,909
97,164,132,139,172,209,259,161,256,236,424,101
0,1,1,0,0,1,0,1,2,1,3,1
0,1,1,0,0,1,0,1,2,1,3,1
768,1195,1120,1372,1037,1300,1108,1279,2244,1112,4428,899
4,4,1,3,2,13,16,4,10,19,8,2
0,4,1,5,3,7,2,1,5,7,6,7
7966,5668,8637,7258,6913,12454,16506,11324,12438,29855,26075,12130
72,235,34,185,92,164,71,129,271,103,822,150
671,714,854,976,568,709,1123,864,1207,1131,3346,928
2281,2912,2964,3564,2098,2755,3716,3223,4538,3579,13054,3392
23677,19968,24585,20032,16845,17520,21252,20397,27771,36543,99706,16412
943,456,425,702,683,570,3499,943,1415,4654,3013,445
195,295,177,193,214,544,143,297,546,565,1333,219
10,17,790,27,100,46,19,226,102,85,44,16
0,0,0,0,0,0,0,0,0,0,0,0
721,643,833,946,542,588,828,925,1402,509,3136,632
750,684,704,1343,378,1302,771,1059,1654,1034,4218,1219
8165,12777,2874,5818,2082,4946,6731,6057,7623,7196,12318,1471
4957,7032,4506,10736,5039,7197,4780,7210,13464,4263,26396,5845
0,0,0,0,1,4,0,0,0,1,4,0
10,7,7,20,30,194,0,13,25,621,36,2
13,11,11,24,63,404,3,17,45,1153,43,5
6852,4126,6739,5112,4772,9747,10041,8641,8139,15694,26193,3210
2308,2179,2756,2829,1610,2639,3236,2404,3387,3407,9858,1438
1805,1544,1950,2210,1400,4011,2459,4130,3209,5078,10267,1145
601,975,1161,1948,622,3335,2131,5004,2300,3549,5849,709
3,19,4,21,7,24,28,48,21,18,31,18
0,0,0,0,0,0,0,0,0,0,0,0
4580,8689,3769,12145,2079,7655,4498,5049,9535,3297,23668,2820
1798,1431,2156,1792,1410,2586,1499,1540,2647,2726,10606,1079
439,379,536,570,307,246,452,688,557,436,1515,1016
1781,1095,2134,1376,937,1057,1489,1276,2445,2489,5312,1048
221,174,138,372,97,354,220,120,310,195,1240,146
524,456,330,601,381,715,413,481,674,591,2655,474
1002,971,790,645,814,975,1284,964,996,1135,3786,985
3664,2352,3124,3079,1633,2644,5061,2437,2810,5061,10624,1327
3435,2159,2131,2832,1640,2834,4293,1778,3161,3831,10460,744
0,0,0,0,0,0,0,0,0,0,0,0
1,2,9,3,0,0,0,3,2,4,6,0
7,0,0,2,2,2,23,5,3,19,1,10
17,15,4,9,2,6,44,26,16,38,14,41
34,46,14,28,19,8,59,103,43,67,56,47
52,55,28,37,40,7,31,157,56,96,76,15
1004,1448,960,1421,840,1972,1675,1840,1883,2125,4422,1009
2097,4550,3129,5215,2036,4469,2324,3433,7366,1654,17489,2914
0,0,0,0,3,0,0,0,0,0,1,0
0,0,1,0,0,0,0,0,1,0,0,0
4020,4445,4718,4701,2874,3914,3316,6041,6908,3052,22211,3062
48,98,22,106,70,90,84,84,97,105,210,28
6068,5162,5626,3972,5999,8932,12430,7287,7804,20993,27250,4090
5415,4688,4962,3683,5470,8280,10822,6601,7238,19177,25292,3722
99,133,31,441,22,593,237,50,356,119,599,64
400,547,372,552,296,216,331,2015,534,1267,739,43
6,17,3,8,1,10,11,10,12,8,16,12
2,0,0,0,0,0,0,1,0,1,4,0
65,31,12,35,20,34,145,27,67,19,168,38
859,1044,1312,904,685,1594,984,2226,2518,1797,9751,136
767,904,405,699,816,1241,1245,1866,2235,1168,9324,553
4136,4379,3949,4829,2977,4511,4215,6227,8225,4111,17892,1808
723,1395,1078,919,402,935,650,715,1253,348,2900,346
1,0,1,3,0,1,0,1,1,0,0,1
1,4,3,6,2,2,0,1,5,0,0,2
311,1200,795,472,286,386,263,315,725,177,1895,352
1,5,2,1,2,3,5,2,7,0,2,8
0,4,0,0,4,0,0,1,8,2,3,12
0,0,0,0,0,1,0,1,0,0,2,1
97,377,74,210,49,202,114,68,197,87,548,327
80,179,76,81,93,19,98,28,142,64,209,121
25,95,30,64,41,25,0,17,84,18,123,122
639,1602,698,1002,678,108,436,258,1279,390,2257,1111
110,166,107,70,84,52,66,113,151,73,336,119
0,5,0,0,0,1,0,1,2,0,0,2
1,7,6,2,0,0,0,2,1,0,4,1
340,1386,605,1162,343,779,232,622,1274,150,3215,416
25,108,45,78,26,48,6,47,110,9,214,31
0,1,1,0,1,0,3,1,2,0,1,0
352,932,593,957,243,471,235,849,806,199,1749,97
2,17,5,22,8,12,7,23,30,6,32,1
0,1,0,1,0,0,0,1,0,0,0,0
1,5,0,4,0,2,0,1,3,0,16,2
198,615,411,556,194,487,160,228,650,305,1744,96
0,0,0,0,0,1,0,0,3,0,2,0
0,0,0,0,0,2,0,0,0,0,0,0
2,1,4,2,0,0,1,1,1,5,2,0
0,1,0,0,0,1,0,0,0,0,1,0
1577,676,524,785,1052,1326,686,1043,901,820,2587,376
1785,1206,788,1515,1190,1659,721,1140,1569,977,4725,436
0,4,3,5,3,0,0,0,3,0,29,1
1,3,1,3,0,0,0,2,8,0,20,1
2,9,7,9,2,3,0,11,26,1,50,2
582,8501,1199,6808,2405,1920,68,4130,22513,762,43509,314
0,3,0,2,1,0,0,1,0,0,8,0
7,27,7,30,5,15,2,12,31,5,176,8
88,220,179,264,74,108,1,126,175,100,873,25
11,59,34,98,13,26,0,45,53,13,248,6
0,0,0,0,0,0,0,0,1,0,0,0
141,688,130,469,214,379,12,562,632,51,885,382
0,1,0,0,0,0,0,0,1,0,0,0
1,1,1,1,0,0,0,2,6,1,4,0
681,246,138,344,440,541,127,395,337,174,1163,81
0,0,4,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,0,0,2,1
0,0,0,1,2,0,0,0,2,0,3,0
129,167,357,588,87,19,18,264,1452,159,2018,157
0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,1,0,1,0
222,1261,518,603,278,768,18,1637,2179,51,4415,288
0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,9,1,1,0,0
61,277,111,117,132,172,10,127,506,48,729,90
217,2129,1030,460,401,1083,206,1407,4331,197,6599,383
12,10,18,1,6,16,0,99,45,1,52,2
17,12,18,1,6,24,0,147,50,1,55,2
41,23,574,21,75,90,3,512,591,30,1207,0
0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,0,1,0,1,2,0,7,0
25,239,209,127,67,65,1,203,338,13,530,34
2,1,1,2,0,0,2,4,1,1,11,2
1,2,0,2,1,1,0,2,3,0,14,1
384,677,387,662,209,508,420,711,661,226,1833,199
0,0,1,0,1,1,8,2,3,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
460,1125,495,827,212,571,257,933,1178,184,2054,465
0,2,1,2,0,0,0,0,3,0,5,4
0,0,0,0,0,0,0,1,0,0,1,0
22,30,8,62,1,47,11,21,39,10,153,7
373,526,249,1367,28,601,243,549,1083,559,3297,259
2,15,4,13,1,9,6,3,11,1,20,12
13,30,16,49,2,16,4,24,33,0,89,12
802,2015,912,2247,333,915,871,1548,1898,416,4983,638
0,2,1,0,1,0,0,2,2,0,0,1
0,0,0,0,0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,2,0
1,7,1,7,0,0,0,8,1,0,3,0
3,46,7,43,3,8,4,16,50,0,77,8
1,2,1,1,0,0,0,0,1,1,3,0
301,892,450,627,141,255,261,518,804,101,2112,298
443,662,350,347,113,502,383,180,374,540,1633,126
10,22,11,32,17,14,0,20,29,8,27,35
26,178,26,204,23,33,1,34,179,18,420,27
370,1513,333,1078,192,734,56,396,998,306,3925,454
87,366,149,447,62,21,4,87,245,237,1149,14
16,38,5,53,12,10,0,7,49,8,203,24
19,167,73,385,12,12,5,16,79,2,277,7
0,8,0,5,1,1,0,1,0,0,15,1
311,959,621,793,285,497,135,509,884,155,2109,490
1,28,4,19,1,20,1,1,24,3,50,6
0,34,1,0,0,32,0,1,1,0,7,28
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1,3,2,1,1,3,0,1,2,0,3,1
1,3,1,0,0,4,0,0,2,0,4,7
0,0,0,0,0,0,0,0,0,1,0,3
2,1,0,2,3,8,4,5,1,0,0,0
1,1,1,4,0,13,0,1,0,0,0,2
24,32,22,26,10,20,11,32,30,23,42,28
540,1471,736,1369,191,1567,222,538,1626,750,1585,434
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,7,0,5,0,3,1,0,7,0
3,6,3,4,0,2,0,0,1,2,10,2
1466,4503,1983,3582,486,2707,95,992,2744,1522,4013,653
0,12,1,0,0,0,0,1,11,0,1,2
34,454,354,9,29,8,0,11,222,13,35,65
1,6,5,0,1,2,0,0,4,0,0,0
12,410,148,15,27,13,4,18,264,19,31,145
0,1,2,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,10,0,0,0,1,0,0
116,548,267,297,41,328,10,12,602,87,39,76
0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
25,112,21,67,34,84,1,75,69,27,94,67
0,2,4,1,0,0,0,0,0,0,0,0
3,24,44,0,0,56,0,2,1,0,0,11
13,188,220,2,31,245,3,10,36,7,14,131
2,9,8,0,0,26,0,0,1,0,0,3
0,3,6,0,0,3,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,3,0,0,0,0,0,0
6,116,58,1,1,72,0,0,127,2,2,4
0,1,0,0,0,0,0,0,3,0,0,0
218,259,225,191,227,248,593,306,274,449,501,202
0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,0,0,1,0,4,0,0,0,0
1,25,18,0,0,15,0,12,3,3,1,0
0,28,3,0,0,15,0,1,3,0,0,0
2,315,42,1,8,56,0,38,176,3,17,2
0,1,0,0,0,1,0,2,0,0,0,0
0,0,7,0,2,0,0,8,1,1,0,0
21,351,126,4,13,282,0,109,85,58,8,37
0,2,0,0,0,7,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1
25,275,148,2,1,244,0,38,86,53,10,26
0,18,6,4,0,11,0,8,8,0,13,2
190,290,189,157,233,227,528,346,280,439,738,159
1,0,1,0,0,3,0,0,2,0,0,1
1,12,22,0,0,13,0,1,10,2,1,1
0,1,5,0,0,13,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,1,4,0,0,2,0,0,3,1,0,0
6,15,109,1,1,354,4,3,64,17,12,16
0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,6,0,0,1,1,20,6,30,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2,13,1,0,6,4,0,1,15,1,12,51
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0,1,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0
1,83,24,43,8,50,0,42,140,12,176,9
0,4,0,0,0,0,0,1,1,0,5,0
20,70,60,60,30,42,3,49,44,64,55,41
0,5,4,2,0,1,1,1,5,0,2,1
7,216,47,196,10,75,2,149,332,16,221,10
0,0,0,0,0,0,0,0,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
49,188,31,415,64,85,10,94,237,15,433,54
223,375,257,268,93,158,233,264,233,91,1026,332
45,128,35,272,60,78,31,93,159,32,419,101
17,45,25,43,26,40,26,38,36,17,192,62
90,135,69,161,93,97,126,126,95,66,571,164
0,0,2,1,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0
85,191,42,21,76,90,82,56,112,53,495,6
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0
1431,5179,1012,2934,1486,4552,889,3608,3643,585,7838,907
57,78,30,114,26,4,0,62,80,1,502,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2,3,0,0,9,0,0,24,5,1,71,0
1337,1627,676,1742,701,820,964,2804,1313,1384,2158,885
0,1,0,1,0,1,0,0,0,0,8,0
0,0,0,1,0,0,0,0,0,0,0,0
374,1209,461,932,379,1483,185,943,1282,251,5131,195
439,1028,760,1489,109,1508,224,957,950,351,3662,128
4,2,1,1,0,0,11,0,0,1,15,0
21973,22868,22675,27204,16931,25695,19365,21483,28176,37844,35167,9290
181,940,199,654,107,375,56,592,640,180,1673,38
1,8,0,11,0,4,5,3,1,0,15,0
560,1851,549,1775,1371,744,224,1131,1217,697,1466,547
